"Id","NomDeNaissance","Prenom","Sexe","DateNaissance","CommuneDeNaissance","DepartementDeNaissance","PaysDeNaissance","DateDeces","CommuneDeDeces","Nationalite","LibelleProfession","Sources","Divers"
"bdr_108","LOO","CHARLES EMILE","M",1922-03-04,"MARSEILLE","BOUCHES DU RHONE","France",2016-08-20,"MARSEILLE","Français","Chef-fe entreprise","WIKIPEDIA","Resistance"
"bdr_109","LOUIS","ALEXANDRA","F",1983-09-17,"GRENOBLE","ISERE","France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_110","LUCAS","PIERRE","M",1928-01-25,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_111","MAGGI","JEAN PIERRE","M",1944-07-27,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Independant-e","WIKIPEDIA",NA
"bdr_112","MALLIE","RICHARD","M",1948-10-25,"BESANCON","DOUBS","France",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_113","MARCHETTI","PASCAL","M",1905-09-04,"LYON","BOUCHES DU RHONE","France",1971-12-26,"MARSEILLE","Français",NA,"WIKIPEDIA","Resistance"
"bdr_114","MARQUAND GAIRARD","PIERRE","M",1902-02-11,"MARSEILLE","BOUCHES DU RHONE","France",1972-12-03,"MARSEILLE","Français","Commercial-e","WIKIPEDIA",NA
"bdr_121","MASSE","JEAN","M",1911-01-03,"MARSEILLE","BOUCHES DU RHONE","France",1987-08-10,"MARSEILLE","Français",NA,"WIKIPEDIA",NA
"bdr_122","MASSE","MARIUS","M",1941-04-15,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_120","MASSE","CHRISTOPHE","M",1963-11-16,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Professeur-e","WIKIPEDIA",NA
"bdr_123","MATALON","DANIEL","M",1914-08-13,"SALONIQUE",NA,"Grèce",1987-04-21,"MARSEILLE","Français",NA,"WIKIPEDIA",NA
"bdr_124","MATRAJA","PIERRE","M",1923-02-14,"AJACCIO","CORSE","France",1991-11-23,"SAUSSET LES PINS","Français",NA,"WIKIPEDIA",NA
"bdr_125","MATTEI","JEAN FRANCOIS","M",1943-01-14,"LYON","RHONE","France",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_127","MEI","ROGER","M",1935-05-03,"HYERES","VAR","France",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_128","MELENCHON","JEAN LUC","M",1951-09-19,"TANGER",NA,"Maroc",NA,NA,"Français","Professeur-e","WIKIPEDIA",NA
"bdr_129","MELIN","JOELLE","F",1950-03-26,"VERSAILLES","YVELINES","France",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_130","MELLAN","VICTOR","M",1923-08-26,"MARSEILLE","BOUCHES DU RHONE","France",2007-03-03,"PENNES MIRABEAU","Français","Entourage politique","MAITRON",NA
"bdr_131","MENNUCCI","PATRICK","M",1955-04-08,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Chef-fe entreprise","WIKIPEDIA",NA
"bdr_132","MICHEL","MONICA","F",1955-04-16,"VICTORIA",NA,"Seychelles",NA,NA,"Français","Commercial-e","WIKIPEDIA",NA
"bdr_133","MINETTI","LOUIS","M",1925-09-01,"LA CIOTAT","BOUCHES DU RHONE","France",NA,NA,"Français","Agri. exploitation","WIKIPEDIA","Resistance"
"bdr_135","MOURET","HENRI","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_136","MUSELIER","RENAUD","M",1959-05-06,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_138","ODDE","AUGUSTE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_139","OLMETA","RENE","M",1934-06-10,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA","franc-maçon"
"bdr_140","PADOVANI","DENIS","M",1897-02-03,"BERRE L ETANG","BOUCHES DU RHONE","France",1974-04-19,"BERRE L ETANG","Français","Fonction publique","WIKIPEDIA",NA
"bdr_142","PASQUET","ISABELLE","F",1962-03-08,NA,NA,NA,NA,NA,"Français","SNCF/RATP","WIKIPEDIA",NA
"bdr_143","PAYPAN","BENOIT","M",1978-01-31,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Notaire","WIKIPEDIA",NA
"bdr_144","PERDOMO","RONALD","M",1941-05-31,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_145","PERRIMOND","LOUIS","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_147","PERROT","JACQUES","M",1926-09-01,"BOURGES","CHER","France",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_148","PETEL","ANNE LAURENCE","F",1970-02-08,"SAINT RAPHAEL","VAR","France",NA,NA,"Français","Entourage politique","WIKIPEDIA",NA
"bdr_149","PEZET","MICHEL","M",1942-04-09,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_150","PHILIBERT","LOUIS","M",1912-07-12,"PERTUIS","VAUCLUSE","France",2000-06-21,"AIX EN PROVENCE","Français","BTP","WIKIPEDIA","Resistance"
"bdr_151","PICHERAL","JEAN FRANCOIS","M",1934-02-26,"NIMES","GARD","France",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_152","PITOLLAT","CLAIRE","F",1979-09-17,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Ingenieur-e","WIKIPEDIA",NA
"bdr_153","PORELLI","VINCENT","M",1935-02-08,"NICE","ALPES MARITIMES","France",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_154","PORTE","JEANINE","F",1933-11-14,"MARSEILLE","BOUCHES DU RHONE","France",2010-07-02,"MARSEILLE","Français","Artisanat","WIKIPEDIA",NA
"bdr_155","POSADO","PASCAL","M",1925-05-14,"MARSEILLE","BOUCHES DU RHONE","France",2016-11-11,"MARSEILLE","Français","Ouvrier-e","WIKIPEDIA",NA
"bdr_156","POVINELLI","ROLAND","M",1941-08-09,"MARSEILLE","BOUCHES DU RHONE","France",2020-05-11,"AUBAGNE","Français","Cadre","WIKIPEDIA",NA
"bdr_157","PRIVAT","CHARLES","M",1914-06-08,"SAINT MAURICE DE CAZEVIEILLE","GARD","France",1990-08-21,"NERS","Français","Enseignant-e","WIKIPEDIA",NA
"bdr_158","RACON BUZON","CATHY","F",1976-11-22,"DOMONT","VAL D OISE","France",NA,NA,"Français","Communication","WIKIPEDIA",NA
"bdr_159","RAIMOND","JEAN BERNARD","M",1926-02-06,"PARIS","PARIS","France",2016-03-07,"NEUILLY SUR SEINE","Français","Diplomate","WIKIPEDIA",NA
"bdr_160","RAPUZZI","IRMA","F",1910-04-12,"CADOLIVE","BOUCHES DU RHONE","France",2018-04-04,"MARSEILLE","Français","Enseignant-e","WIKIPEDIA","Resistance"
"bdr_161","RASTOIN","JACQUES","M",1900-02-19,"MARSEILLE","BOUCHES DU RHONE","France",1979-06-17,"GIGNAC LA NERTHE","Français","Industriel-le","WIKIPEDIA",NA
"bdr_163","RAVIER","STEPHANE","M",1969-08-04,"GAP","HAUTES ALPES","France",NA,NA,"Français","PTT","WIKIPEDIA",NA
"bdr_162","RAVIER","JULIEN","M",1978-02-16,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Justice","WIKIPEDIA",NA
"bdr_165","REYNES","BERNARD","M",1953-10-18,"MEKNES",NA,"Maroc",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_166","RIEUBON","RENE","M",1918-03-04,"LA GRAND COMBE","GARD","France",2011-01-13,"MIRAMAS","Français","BTP","WIKIPEDIA","Resistance"
"bdr_167","RIPERT","FRANCIS","M",1911-11-06,"LA CIOTAT","BOUCHES DU RHONE","France",1997-09-14,"LA CIOTAT","Français","Avocat-e","WIKIPEDIA",NA
"bdr_168","ROATTA","JEAN","M",1941-12-13,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_169","ROCCA SERRA","JACQUES","M",1943-01-20,NA,NA,NA,NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_170","ROMAND","GEORGES","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_171","ROUSSEL","JEAN","M",1923-04-04,"MARSEILLE","BOUCHES DU RHONE","France",2015-09-05,"MARSEILLE","Français","Avocat-e","WIKIPEDIA","Resistance"
"bdr_172","ROYER PERREAUT","LIONEL","M",1972-11-13,"TOULON","VAR","France",NA,NA,"Français","Entourage politique","WIKIPEDIA",NA
"bdr_175","SANNA","ROSY","F",1940-01-01,NA,NA,"France",2022-04-01,NA,"Français","Enseignant-e","PRESSE",NA
"bdr_174","SANMARCO","PHILIPPE","M",1947-02-16,"EBOLOWA",NA,"Cameroun",NA,NA,"Français","Professeur-e","WIKIPEDIA",NA
"bdr_176","SANTONI","HYACINTHE","M",1939-01-01,"SARTENE","CORSE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_177","SCHIAVETTI","HERVE","M",1956-07-06,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Fonction publique","WIKIPEDIA",NA
"bdr_178","SIFFRE","JACQUES","M",1937-04-04,"FOIX","ARIEGE","France",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_179","SIMONPIERI","DANIEL","M",NA,NA,NA,NA,NA,NA,"Français","Banquier-e","WIKIPEDIA",NA
"bdr_180","SLISSA","MONIQUE","F",1948-01-01,NA,NA,NA,NA,NA,"Français","Ingenieur-e","PRESSE",NA
"bdr_181","SUMEIRE","FERNAND","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_182","TACHE","EMMANUEL","M",1975-02-20,"MONTREUIL","SEINE SAINT DENIS","France",NA,NA,"Français","Presse",NA,NA
"bdr_183","TAPIE","BERNARD","M",1943-01-26,"PARIS","PARIS","France",2021-10-03,"PARIS","Français","Chef-fe entreprise","WIKIPEDIA",NA
"bdr_184","TARDITO","JEAN","M",1933-12-19,"LA CIOTAT","BOUCHES DU RHONE","France",2019-01-31,"AUBAGNE","Français","Enseignant-e","WIKIPEDIA",NA
"bdr_185","TASSY","MARCEL","M",1932-12-27,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Presse","WIKIPEDIA",NA
"bdr_186","TEISSIER","GUY","M",1945-04-04,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Notaire","WIKIPEDIA",NA
"bdr_188","TIAN","DOMINIQUE","M",1959-12-14,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Chef-fe entreprise","WIKIPEDIA",NA
"bdr_189","TOESCHI","PAOLO","M",1955-01-01,NA,NA,NA,NA,NA,"Français","Fonction publique","WIKIPEDIA",NA
"bdr_190","TOGA","MAURICE","M",1927-03-22,"MARSEILLE","BOUCHES DU RHONE","France",1989-08-02,"MARSEILLE","Français","Dir. etablissement public","WIKIPEDIA",NA
"bdr_192","VACHET","LEON","M",1932-12-29,"CHATEAURENARD","BOUCHES DU RHONE","France",2010-11-11,"AVIGNON","Français",NA,"WIKIPEDIA",NA
"bdr_194","VALLET","ANDRE","M",1935-01-29,NA,NA,NA,NA,NA,"Français","Dir. etablissement public","WIKIPEDIA",NA
"bdr_195","VAUZELLE","MICHEL","M",1944-08-15,"MONTELIMAR","DROME","France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_196","VAXES","MICHEL","M",1940-11-14,"MARSEILLE","BOUCHES DU RHONE","France",2016-09-18,"PORT DE BOUC","Français","Independant-e","WIKIPEDIA",NA
"bdr_198","VIDAL","YVES","M",1946-11-27,"PERNES LES FONTAINES","VAUCLUSE","France",NA,NA,"Français","Cadre","WIKIPEDIA",NA
"bdr_199","VIGOUROUX","ROBERT","M",1923-03-21,"PARIS","PARIS","France",2017-07-08,"GARDANNE","Français","Medecin","WIKIPEDIA",NA
"bdr_201","ZULESI","JEAN MARC","M",1988-06-06,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Ingenieur-e","WIKIPEDIA",NA
"bdr_193","VALETTE","HONORE","M",NA,NA,NA,NA,NA,NA,NA,"Militaire","WIKIPEDIA",NA
"bdr_006","ANDRE","JEAN","M",NA,NA,NA,NA,NA,NA,NA,"SNCF/RATP","WIKIPEDIA",NA
"bdr_173","SAINT MICHEL","ANTONIN","M",NA,NA,NA,NA,NA,NA,NA,NA,"WIKIPEDIA",NA
"bdr_164","REYNAUD","JEAN","M",NA,NA,NA,NA,NA,NA,NA,NA,"WIKIPEDIA",NA
"bdr_066","FABRE","CHARLES","M",1946-01-01,NA,NA,NA,NA,NA,"Français","SNCF/RATP","WIKIPEDIA",NA
"bdr_106","LIMOUSIN","LUCIEN","M",1947-10-19,"PAMIERS","ARIEGE","France",NA,NA,"Français","Policier-e","WIKIPEDIA",NA
"bdr_146","PERRIN","JEAN CLAUDE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_072","GABELIER","ANTONIN","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_137","NAL","ELIE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_020","BERGEON","JEAN","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_085","GUIS","MAURICE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_118","MARTIN","ROGER","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_084","GUIOU","MAURICE","M",1926-01-01,NA,NA,NA,2014-03-10,"BERRE L ETANG","Français",NA,"PRESSE",NA
"bdr_119","MARTINET","MARIO","M",1956-09-20,NA,NA,NA,NA,NA,"Français","Fonction publique","PRESSE",NA
"bdr_014","BAGNANINCHI","JOSEPH","M",NA,NA,NA,NA,NA,NA,NA,"Medecin",NA,NA
"bdr_200","VULPIAN","CLAUDE","M",1936-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_187","TEIXIER","DOMINIQUE","M",1951-04-07,NA,NA,NA,NA,NA,"Français",NA,NA,NA
"bdr_105","LEXCELLENT","MARIE ROSE","F",1947-02-10,NA,NA,NA,NA,NA,"Français",NA,NA,NA
"bdr_116","MARTIN","RAYMOND","M",NA,NA,NA,NA,1993-10-01,NA,"Français",NA,NA,NA
"bdr_126","MATTEODA","MARCEL","M",NA,"CABRIES","BOUCHES DU RHONE","France",NA,NA,"Français",NA,NA,NA
"bdr_037","CHARPIN","PIERRE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_065","FABRE AUBRESPY","HERVE","M",1956-07-20,"LYON","RHONE","France",NA,NA,"Français","Haut fonctionnaire","WIKIPEDIA",NA
"bdr_117","MARTIN","RICHARD","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_197","VENTRON","AMAPOLA","F",NA,NA,NA,NA,NA,NA,NA,"Chef-fe entreprise","WIKIPEDIA",NA
"bdr_191","TURCAN","FRANCIS","M",1912-02-23,"MARTIGUES","BOUCHES DU RHONE","France",1968-12-08,"MARTIGUES","Français","Employe-e","WIKIPEDIA",NA
"bdr_141","PASCAL","PAUL","M",NA,NA,NA,NA,NA,NA,NA,"Chef-fe entreprise","WIKIPEDIA",NA
"bdr_029","BOYER","MARIUS","M",1887-11-07,"AURIOL","BOUCHES DU RHONE","France",1969-10-01,"AUBAGNE","Français","Industriel-le","WIKIPEDIA",NA
"bdr_040","CHOUQUET","YVES","M",NA,NA,NA,"France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_069","FONTAINE","DANIEL","M",1945-01-01,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_077","GAZAY","GERARD","M",1957-11-23,NA,NA,NA,NA,NA,"Français","Ingenieur-e","WIKIPEDIA",NA
"bdr_027","BONNET","ADOLPHE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_067","FERAUD","PAUL","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_115","MARTIN","LUCIENNE","F",1937-01-01,NA,NA,NA,2021-08-17,"AUBAGNE","Français",NA,"PRESSE",NA
"bdr_073","GARCIA","DANIELE","F",1948-03-12,NA,NA,NA,NA,NA,"Français","Cadre","PRESSE",NA
"bdr_134","MIQUELLY","VERONIQUE","F",1971-02-15,"AURIOL","BOUCHES DU RHONE","France",NA,NA,"Français","Enseignant-e","PRESSE",NA
"cdo_001","ALMEIDA","JOSE","M",NA,NA,NA,NA,NA,NA,NA,"Cadre","PRESSE",NA
"cdo_002","BACHELARD","MICHEL","M",1948-09-17,"LUX","SAONE ET LOIRE","FRANCE",NA,NA,NA,"Employe-e","BOTTIN CdO",NA
"cdo_003","BAILLY","HENRI","M",1891-05-14,NA,NA,"FRANCE",NA,NA,"FRANCAISE","Inspecteur-ice","ARCHIVES",NA
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"LYON","BOUCHES DU RHONE","FRANCE",1998-02-25,"DIJON","FRANCAISE","Commercial-e","BOTTIN CdO","Confrerie"
"cdo_005","BERGER","HENRY","M",1920-04-04,"RIVIERE LES FOSSES","HAUTE MARNE","FRANCE",1996-04-25,"DIJON","FRANCAISE","Medecin","BOTTIN CdO",NA
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,NA,NA,NA,NA,NA,"FRANCAISE",NA,NA,NA
"cdo_007","BORDAT","BENOIT","M",1984-02-07,"CHENOVE","COTE D OR","FRANCE",NA,NA,"FRANCAISE","Conseil","WIKIPEDIA",NA
"cdo_008","BOURGOIN","GEORGES","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cdo_009","BOUZIANE LAROUSSI","KHEIRA","F",1953-08-23,"ORAN",NA,"ALGERIE",NA,NA,"FRANCAISE","Professeur-e","WIKIPEDIA",NA
"cdo_010","BRENOT","LUCIEN","M",1948-03-29,"SAULIEU","COTE D OR","FRANCE",2012-10-13,"DIJON","FRANCAISE","Medecin","WIKIPEDIA",NA
"cdo_011","BRIGAND","HUBERT","M",1952-07-28,"CHATILLON SUR SEINE","COTE D OR","FRANCE",NA,NA,"FRANCAISE",NA,"WIKIPEDIA",NA
"cdo_012","CARMINATI","BAPTISTE","M",NA,"MONTBELIARD","DOUBS","FRANCE",2011-02-01,"TALANT","FRANCAISE","Presse","WIKIPEDIA",NA
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CHALON SUR SAONE","SAONE ET LOIRE","FRANCE",1999-12-09,"CHENOVE","FRANCAISE","Professeur-e","BOTTIN CdO",NA
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"BOURG BLANC","FINISTERE","FRANCE",NA,NA,"FRANCAISE","Finance","PRESSE",NA
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"PARIS","PARIS","FRANCE",2016-04-21,NA,"FRANCAISE","Avocat-e","BOTTIN CdO","ENFANT D'ELU"
"cdo_016","COLSON","MAURICE","M",1932-01-01,NA,"ILE DE France","FRANCE",2013-01-14,NA,"FRANCAISE","Ouvrier-e","LE BIEN PUBLIC",NA
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"BESANCON","DOUBS","FRANCE",NA,NA,"FRANCAISE","Enseignant-e","WIKIPEDIA",NA
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"HANOI",NA,"VIET NAM",NA,NA,"FRANCAISE","Presse","BOTTIN CdO",NA
"cdo_019","DE COURSON","YOLAINE","F",1954-07-14,"NEUILLY SUR SEINE","HAUTS DE SEINE","FRANCE",NA,NA,"FRANCAISE","Chef-fe entreprise","WIKIPEDIA",NA
"cdo_020","DELATTE","CHARLES","M",1922-01-10,"LONGEVILLE EN BARROIS","MEUSE","FRANCE",2003-11-18,"DIJON","FRANCAISE","Agri. exploitation","BOTTIN CdO",NA
"cdo_021","DELATTE","REMI","M",1956-06-09,"DIJON","COTE D OR","FRANCE",NA,NA,"FRANCAISE","Agri. exploitation","BOTTIN CdO",NA
"cdo_022","DEPIERRE","BERNARD","M",1945-06-06,"BOURBON LANCY","SAONE ET LOIRE","FRANCE",NA,NA,"FRANCAISE","DRH","BOTTIN CdO",NA
"cdo_023","DETANG","REMI","M",1956-05-03,NA,NA,"FRANCE",NA,NA,"FRANCAISE","Cadre","PRESSE",NA
"cdo_024","DUCHET","ROGER","M",1904-07-04,"LYON","BOUCHES DU RHONE","FRANCE",1981-09-06,"PARIS","FRANCAISE","Medecin","WIKIPEDIA","Ministre"
"cdo_025","ESMONIN","JEAN","M",1937-02-27,"DIJON","COTE D OR","FRANCE",NA,NA,"FRANCAISE","Cadre","BOTTIN CdO",NA
"cdo_026","ETIEVANT","MICHEL","M",1932-12-12,"SAINT LOTHAIN","JURA","FRANCE",2006-07-07,"DIJON","FRANCAISE",NA,"BOTTIN CdO",NA
"cdo_027","FALCONNET","THIERRY","M",1964-11-27,NA,NA,"FRANCE",NA,NA,"FRANCAISE","Enseignant-e","PRESSE",NA
"cdo_028","FROUSSART","JEAN","M",1908-05-16,NA,NA,"FRANCE",1989-03-01,"CHEVIGNY SAINT SAUVEUR","FRANCAISE","Inspecteur-ice","ARCHIVES",NA
"cdo_029","GISCLON","JOFFRE","M",1915-04-14,"SAINT SIMON DE BORDES",NA,"FRANCE",NA,NA,"FRANCAISE","Medecin","ARCHIVES",NA
"cdo_030","GRANDGUILLAUME","LAURENT","M",1978-01-20,"BESANCON","DOUBS","FRANCE",NA,NA,"FRANCAISE","Independant-e","WIKIPEDIA",NA
"cdo_031","GRILLOT","LOUIS","M",1932-04-18,"LE CREUSOT","SAONE ET LOIRE","FRANCE",2022-08-12,"BEAUNE","FRANCAISE","Agri. exploitation","BOTTIN CdO",NA
"cdo_032","HOUELLE","MICHEL","M",1933-08-09,"BEYROUTH",NA,"LIBAN",NA,NA,NA,"Ingenieur-e","BOTTIN CdO",NA
"cdo_033","HOUPERT","ALAIN","M",1957-08-13,"DIJON","COTE D OR","FRANCE",NA,NA,"FRANCAISE","Medecin","BOTTIN CdO",NA
"cdo_034","JACOB","LUCIEN","M",1930-07-03,"BEAUNE","COTE D OR","FRANCE",2019-11-28,"NUITS SAINT GEORGES","FRANCAISE","Agri. exploitation","BOTTIN CdO",NA
"cdo_035","JACQUELINET","MARCEL","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cdo_036","JACQUES","PIERRE","M",1910-10-18,"MAUDRES LA COTE",NA,"FRANCE",NA,NA,"FRANCAISE","Retraite-e","ARCHIVES",NA
"cdo_037","JAPIOT","FRANCOIS","M",1912-11-01,"CHALONS SUR MARNE","MARNE","FRANCE",1994-01-14,"DIJON","FRANCAISE","Militaire","WIKIPEDIA",NA
"cdo_038","KHATTABI","FADILA","F",1962-02-23,"MONTBELIARD","DOUBS","FRANCE",NA,NA,"FRANCAISE","Enseignant-e","WIKIPEDIA",NA
"cdo_039","KIR","FELIX","M",1876-01-22,"ALISE SAINTE REINE","COTE D OR","FRANCE",1968-04-25,"DIJON","FRANCAISE","Religieux-se","BOTTIN CdO","Resistance"
"cdo_040","LAJOUX","ISABELLE","F",1960-05-20,NA,NA,"FRANCE",NA,NA,"FRANCAISE","Banquier-e","WIKIPEDIA",NA
"cdo_041","LALLE","ALBERT","M",1905-05-24,"VILLY LE MOUTIER","COTE D OR","FRANCE",1979-10-22,"DIJON","FRANCAISE","Agri. exploitation","BOTTIN CdO",NA
"cdo_042","LAMBERTON","LEONCE","M",1886-11-14,NA,NA,"FRANCE",NA,NA,"FRANCAISE","SNCF/RATP","ARCHIVES",NA
"cdo_043","LECAT","JEAN PHILIPPE","M",1935-07-29,"DIJON","COTE D OR","FRANCE",2011-04-01,"CLICHY","FRANCAISE","Haut fonctionnaire","BOTTIN CdO","Ministre"
"cdo_044","LOISIER","ANNE CATHERINE","F",1969-03-13,"CAYENNE","GUYANE","FRANCE",NA,NA,"FRANCAISE","Sans profession","BOTTIN CdO",NA
"cdo_045","LOMBARD","MAURICE","M",1922-02-04,"TARSUL","COTE D OR","FRANCE",2008-03-10,"DIJON","FRANCAISE","Enseignant-e","BOTTIN CdO","Resistance"
"cdo_046","MARTIN","DIDIER","M",1956-08-20,"CLICHY","HAUTS DE SEINE","FRANCE",NA,NA,"FRANCAISE","Medecin","WIKIPEDIA",NA
"cdo_047","MATHIEU","GILBERT","M",1920-05-04,"BOUHY","NIEVRE","FRANCE",2009-09-11,NA,"FRANCAISE","Notaire","BOTTIN CdO",NA
"cdo_048","MAZUE","MAURICE ANDRE GUILLAUME","M",1911-02-24,"DIJON","COTE D OR","FRANCE",1998-09-17,"DIJON","FRANCAISE","Fonction publique","BOTTIN CdO",NA
"cdo_049","MENUT","GILBERT","M",1947-12-03,"FONTAINE LES DIJON","COTE D OR","FRANCE",NA,NA,"FRANCAISE","Huissier-e","BOTTIN CdO",NA
"cdo_050","MEUNIER","PIERRE","M",1908-08-15,"DIJON","COTE D OR","FRANCE",1996-04-16,"ARNAY LE DUC","FRANCAISE","Haut fonctionnaire","BOTTIN CdO","Resistance"
"cdo_051","MOINE","HENRI","M",1921-03-22,"DEZIZE LES MARANGES","SAONE ET LOIRE","FRANCE",2017-03-10,"BEAUNE","FRANCAISE","Medecin","BOTTIN CdO",NA
"cdo_052","MORELON","PAUL","M",1922-10-29,"LYON","BOUCHES DU RHONE","FRANCE",2008-04-13,"FONTAINE LES DIJON","FRANCAISE","Medecin","BNF",NA
"cdo_053","MORLEVAT","ROBERT","M",1907-02-14,"SAINT MAUR LES FOSSES","VAL DE MARNE","FRANCE",1998-04-01,"SEMUR EN AUXOIS","FRANCAISE","Assurance","BOTTIN CdO",NA
"cdo_054","NUDANT","JEAN MARC","M",1942-01-20,"BESANCON","DOUBS","FRANCE",2015-09-15,"DIJON","FRANCAISE","Technicien-ne","BOTTIN CdO",NA
"cdo_055","PARIS","DIDIER","M",1954-02-14,"PARIS","PARIS","FRANCE",NA,NA,"FRANCAISE","Magistrat-e","WIKIPEDIA",NA
"cdo_056","PATRIAT","FRANCOIS","M",1943-03-12,"SEMUR EN AUXOIS","COTE D OR","FRANCE",NA,NA,"FRANCAISE","Medecin","BOTTIN CdO",NA
"cdo_057","PERRIAUX","LUCIEN","M",1898-11-07,"PARIS","PARIS","FRANCE",1982-04-28,NA,"FRANCAISE","Enseignant-e","ARCHIVES","ANCIEN COMBATTANT"
"cdo_058","PICARD","ANDRE","M",1899-06-22,"MARCIGNY SOUS THIL","COTE D OR","FRANCE",1979-07-05,"MARCIGNY SOUS THIL","FRANCAISE","Agri. exploitation","BOTTIN CdO",NA
"cdo_059","POUJADE","ROBERT","M",1928-05-06,"MOULINS","ALLIERS","FRANCE",2020-04-08,"PARIS","FRANCAISE","Haut fonctionnaire","BOTTIN CdO",NA
"cdo_060","RASERA","MICHEL","M",1947-05-30,"LA CLAYETTE","SAONE ET LOIRE","FRANCE",2013-11-16,NA,"FRANCAISE","Haut fonctionnaire","WIKIPEDIA",NA
"cdo_061","REBSAMEN","FRANCOIS","M",1951-06-25,"DIJON","COTE D OR","FRANCE",NA,NA,"FRANCAISE","Haut fonctionnaire","BOTTIN CdO","Ministre"
"cdo_062","REMOND","ROGER","M",1925-02-04,"OISILLY","COTE D OR","FRANCE",2003-07-25,"DIJON","FRANCAISE","Agri. exploitation","BOTTIN CdO","Resistance"
"cdo_063","REVOL","HENRI","M",1936-02-14,"NEUVILLE LES DAMES","AIN","FRANCE",NA,NA,"FRANCAISE","Ingenieur-e","BOTTIN CdO",NA
